country;property_name;property_category;country_link;property_link
China;Three Parallel Rivers of Yunnan Protected Areas;natural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1083
China;Capital Cities and Tombs of the Ancient Koguryo Kingdom;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1135
China;Historic Centre of Macao;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1110
China;Sichuan Giant Panda Sanctuaries - Wolong, Mt Siguniang and Jiajin Mountains ;natural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1213
China;Yin Xu;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1114
China;Kaiping Diaolou and Villages;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1112
China;South China Karst;natural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1248
China;Fujian Tulou;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1113
China;Mount Sanqingshan National Park;natural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1292
China;Mount Wutai;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1279
China;China Danxia;natural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1335
China;Historic Monuments of Dengfeng in “The Centre of Heaven and Earth”;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1305
China;West Lake Cultural Landscape of Hangzhou;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1334
China;Chengjiang Fossil Site;natural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1388
China;Site of Xanadu;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1389
China;Cultural Landscape of Honghe Hani Rice Terraces ;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1111
China;Xinjiang Tianshan;natural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1414
China;Silk Roads: the Routes Network of Chang'an-Tianshan Corridor;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1442
China;The Grand Canal;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1443
China;Tusi Sites;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1474
China;Hubei Shennongjia;natural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1509
China;Zuojiang Huashan Rock Art Cultural Landscape;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1508
China;Kulangsu, a Historic International Settlement;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1541
China;Qinghai Hoh Xil;natural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1540
China;Fanjingshan;natural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1559
China;Archaeological Ruins of Liangzhu City;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1592
China;Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China (Phase I);natural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1606
China;Quanzhou: Emporium of the World in Song-Yuan China;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1561
China;Cultural Landscape of Old Tea Forests of the Jingmai Mountain in Pu’er;cultural;https://whc.unesco.org/en/statesparties/cn;https://whc.unesco.org/en/list/1665
Colombia;Port, Fortresses and Group of Monuments, Cartagena;cultural;https://whc.unesco.org/en/statesparties/co;https://whc.unesco.org/en/list/285
Colombia;Los Katíos National Park;natural;https://whc.unesco.org/en/statesparties/co;https://whc.unesco.org/en/list/711
Colombia;Historic Centre of Santa Cruz de Mompox;cultural;https://whc.unesco.org/en/statesparties/co;https://whc.unesco.org/en/list/742
Colombia;National Archeological Park of Tierradentro;cultural;https://whc.unesco.org/en/statesparties/co;https://whc.unesco.org/en/list/743
Colombia;San Agustín Archaeological Park;cultural;https://whc.unesco.org/en/statesparties/co;https://whc.unesco.org/en/list/744
Colombia;Malpelo Fauna and Flora Sanctuary;natural;https://whc.unesco.org/en/statesparties/co;https://whc.unesco.org/en/list/1216
Colombia;Coffee Cultural Landscape of Colombia;cultural;https://whc.unesco.org/en/statesparties/co;https://whc.unesco.org/en/list/1121
Colombia;Qhapaq Ñan, Andean Road System;cultural;https://whc.unesco.org/en/statesparties/co;https://whc.unesco.org/en/list/1459
Colombia;Chiribiquete National Park – “The Maloca of the Jaguar”;mixed;https://whc.unesco.org/en/statesparties/co;https://whc.unesco.org/en/list/1174
Congo;Sangha Trinational;natural;https://whc.unesco.org/en/statesparties/cg;https://whc.unesco.org/en/list/1380
Congo;Forest Massif of Odzala-Kokoua;natural;https://whc.unesco.org/en/statesparties/cg;https://whc.unesco.org/en/list/692
Costa Rica;Talamanca Range-La Amistad Reserves / La Amistad National Park;natural;https://whc.unesco.org/en/statesparties/cr;https://whc.unesco.org/en/list/205
Costa Rica;Cocos Island National Park;natural;https://whc.unesco.org/en/statesparties/cr;https://whc.unesco.org/en/list/820
Costa Rica;Area de Conservación Guanacaste;natural;https://whc.unesco.org/en/statesparties/cr;https://whc.unesco.org/en/list/928
Costa Rica;Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís;cultural;https://whc.unesco.org/en/statesparties/cr;https://whc.unesco.org/en/list/1453
Côte d'Ivoire;Mount Nimba Strict Nature Reserve;natural_danger;https://whc.unesco.org/en/statesparties/ci;https://whc.unesco.org/en/list/155
Côte d'Ivoire;Taï National Park;natural;https://whc.unesco.org/en/statesparties/ci;https://whc.unesco.org/en/list/195
Côte d'Ivoire;Comoé National Park;natural;https://whc.unesco.org/en/statesparties/ci;https://whc.unesco.org/en/list/227
Côte d'Ivoire;Historic Town of Grand-Bassam;cultural;https://whc.unesco.org/en/statesparties/ci;https://whc.unesco.org/en/list/1322
Côte d'Ivoire;Sudanese style mosques in northern Côte d’Ivoire;cultural;https://whc.unesco.org/en/statesparties/ci;https://whc.unesco.org/en/list/1648
Croatia;Historical Complex of Split with the Palace of Diocletian;cultural;https://whc.unesco.org/en/statesparties/hr;https://whc.unesco.org/en/list/97
Croatia;Old City of Dubrovnik;cultural;https://whc.unesco.org/en/statesparties/hr;https://whc.unesco.org/en/list/95
Croatia;Plitvice Lakes National Park;natural;https://whc.unesco.org/en/statesparties/hr;https://whc.unesco.org/en/list/98
Croatia;Episcopal Complex of the Euphrasian Basilica in the Historic Centre of Poreč;cultural;https://whc.unesco.org/en/statesparties/hr;https://whc.unesco.org/en/list/809
Croatia;Historic City of Trogir;cultural;https://whc.unesco.org/en/statesparties/hr;https://whc.unesco.org/en/list/810
Croatia;The Cathedral of St James in Šibenik;cultural;https://whc.unesco.org/en/statesparties/hr;https://whc.unesco.org/en/list/963
Croatia;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;natural;https://whc.unesco.org/en/statesparties/hr;https://whc.unesco.org/en/list/1133
Croatia;Stari Grad Plain;cultural;https://whc.unesco.org/en/statesparties/hr;https://whc.unesco.org/en/list/1240
Croatia;Stećci Medieval Tombstone Graveyards;cultural;https://whc.unesco.org/en/statesparties/hr;https://whc.unesco.org/en/list/1504
Croatia;Venetian Works of Defence between the 16th and 17th Centuries: Stato da Terra – Western Stato da Mar;cultural;https://whc.unesco.org/en/statesparties/hr;https://whc.unesco.org/en/list/1533
Cuba;Old Havana and its Fortification System;cultural;https://whc.unesco.org/en/statesparties/cu;https://whc.unesco.org/en/list/204
Cuba;Trinidad and the Valley de los Ingenios;cultural;https://whc.unesco.org/en/statesparties/cu;https://whc.unesco.org/en/list/460
Cuba;San Pedro de la Roca Castle, Santiago de Cuba;cultural;https://whc.unesco.org/en/statesparties/cu;https://whc.unesco.org/en/list/841
Cuba;Desembarco del Granma National Park;natural;https://whc.unesco.org/en/statesparties/cu;https://whc.unesco.org/en/list/889
Cuba;Viñales Valley;cultural;https://whc.unesco.org/en/statesparties/cu;https://whc.unesco.org/en/list/840
Cuba;Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba;cultural;https://whc.unesco.org/en/statesparties/cu;https://whc.unesco.org/en/list/1008
Cuba;Alejandro de Humboldt National Park;natural;https://whc.unesco.org/en/statesparties/cu;https://whc.unesco.org/en/list/839
Cuba;Urban Historic Centre of Cienfuegos ;cultural;https://whc.unesco.org/en/statesparties/cu;https://whc.unesco.org/en/list/1202
Cuba;Historic Centre of Camagüey;cultural;https://whc.unesco.org/en/statesparties/cu;https://whc.unesco.org/en/list/1270
Cyprus;Paphos;cultural;https://whc.unesco.org/en/statesparties/cy;https://whc.unesco.org/en/list/79
Cyprus;Painted Churches in the Troodos Region;cultural;https://whc.unesco.org/en/statesparties/cy;https://whc.unesco.org/en/list/351
Cyprus;Choirokoitia;cultural;https://whc.unesco.org/en/statesparties/cy;https://whc.unesco.org/en/list/848
Czechia;Historic Centre of Český Krumlov;cultural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/617
Czechia;Historic Centre of Prague;cultural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/616
Czechia;Historic Centre of Telč;cultural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/621
Czechia;Pilgrimage Church of St John of Nepomuk at Zelená Hora;cultural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/690
Czechia;Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec;cultural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/732
Czechia;Lednice-Valtice Cultural Landscape;cultural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/763
Czechia;Gardens and Castle at Kroměříž;cultural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/860
Czechia;Holašovice Historic Village;cultural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/861
Czechia;Litomyšl Castle;cultural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/901
Czechia;Holy Trinity Column in Olomouc;cultural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/859
Czechia;Tugendhat Villa in Brno;cultural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/1052
Czechia;Jewish Quarter and St Procopius' Basilica in Třebíč;cultural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/1078
Czechia;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;natural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/1133
Czechia;Erzgebirge/Krušnohoří Mining Region;cultural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/1478
Czechia;Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem;cultural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/1589
Czechia;The Great Spa Towns of Europe;cultural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/1613
Czechia;Žatec and the Landscape of Saaz Hops;cultural;https://whc.unesco.org/en/statesparties/cz;https://whc.unesco.org/en/list/1558
Democratic People's Republic of Korea;Complex of Koguryo Tombs;cultural;https://whc.unesco.org/en/statesparties/kp;https://whc.unesco.org/en/list/1091
Democratic People's Republic of Korea;Historic Monuments and Sites in Kaesong;cultural;https://whc.unesco.org/en/statesparties/kp;https://whc.unesco.org/en/list/1278
Democratic Republic of the Congo;Virunga National Park;natural_danger;https://whc.unesco.org/en/statesparties/cd;https://whc.unesco.org/en/list/63
Democratic Republic of the Congo;Kahuzi-Biega National Park;natural_danger;https://whc.unesco.org/en/statesparties/cd;https://whc.unesco.org/en/list/137
Democratic Republic of the Congo;Garamba National Park;natural_danger;https://whc.unesco.org/en/statesparties/cd;https://whc.unesco.org/en/list/136
Democratic Republic of the Congo;Salonga National Park;natural;https://whc.unesco.org/en/statesparties/cd;https://whc.unesco.org/en/list/280
Democratic Republic of the Congo;Okapi Wildlife Reserve;natural_danger;https://whc.unesco.org/en/statesparties/cd;https://whc.unesco.org/en/list/718
Denmark;Jelling Mounds, Runic Stones and Church;cultural;https://whc.unesco.org/en/statesparties/dk;https://whc.unesco.org/en/list/697
Denmark;Roskilde Cathedral;cultural;https://whc.unesco.org/en/statesparties/dk;https://whc.unesco.org/en/list/695
Denmark;Kronborg Castle;cultural;https://whc.unesco.org/en/statesparties/dk;https://whc.unesco.org/en/list/696
Denmark;Ilulissat Icefjord;natural;https://whc.unesco.org/en/statesparties/dk;https://whc.unesco.org/en/list/1149
Denmark;Wadden Sea;natural;https://whc.unesco.org/en/statesparties/dk;https://whc.unesco.org/en/list/1314
Denmark;Stevns Klint;natural;https://whc.unesco.org/en/statesparties/dk;https://whc.unesco.org/en/list/1416
Denmark;Christiansfeld, a Moravian Church Settlement;cultural;https://whc.unesco.org/en/statesparties/dk;https://whc.unesco.org/en/list/1468
Denmark;The par force hunting landscape in North Zealand;cultural;https://whc.unesco.org/en/statesparties/dk;https://whc.unesco.org/en/list/1469
Denmark;Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap;cultural;https://whc.unesco.org/en/statesparties/dk;https://whc.unesco.org/en/list/1536
Denmark;Aasivissuit – Nipisat. Inuit Hunting Ground between Ice and Sea;cultural;https://whc.unesco.org/en/statesparties/dk;https://whc.unesco.org/en/list/1557
Denmark;Viking-Age Ring Fortresses;cultural;https://whc.unesco.org/en/statesparties/dk;https://whc.unesco.org/en/list/1660
Dominica;Morne Trois Pitons National Park;natural;https://whc.unesco.org/en/statesparties/dm;https://whc.unesco.org/en/list/814
Dominican Republic;Colonial City of Santo Domingo;cultural;https://whc.unesco.org/en/statesparties/do;https://whc.unesco.org/en/list/526
Ecuador;City of Quito;cultural;https://whc.unesco.org/en/statesparties/ec;https://whc.unesco.org/en/list/2
Ecuador;Galápagos Islands;natural;https://whc.unesco.org/en/statesparties/ec;https://whc.unesco.org/en/list/1
Ecuador;Sangay National Park;natural;https://whc.unesco.org/en/statesparties/ec;https://whc.unesco.org/en/list/260
Ecuador;Historic Centre of Santa Ana de los Ríos de Cuenca;cultural;https://whc.unesco.org/en/statesparties/ec;https://whc.unesco.org/en/list/863
Ecuador;Qhapaq Ñan, Andean Road System;cultural;https://whc.unesco.org/en/statesparties/ec;https://whc.unesco.org/en/list/1459
Egypt;Abu Mena;cultural_danger;https://whc.unesco.org/en/statesparties/eg;https://whc.unesco.org/en/list/90
Egypt;Ancient Thebes with its Necropolis;cultural;https://whc.unesco.org/en/statesparties/eg;https://whc.unesco.org/en/list/87
Egypt;Historic Cairo;cultural;https://whc.unesco.org/en/statesparties/eg;https://whc.unesco.org/en/list/89
Egypt;Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur;cultural;https://whc.unesco.org/en/statesparties/eg;https://whc.unesco.org/en/list/86
Egypt;Nubian Monuments from Abu Simbel to Philae;cultural;https://whc.unesco.org/en/statesparties/eg;https://whc.unesco.org/en/list/88
Egypt;Saint Catherine Area;cultural;https://whc.unesco.org/en/statesparties/eg;https://whc.unesco.org/en/list/954
Egypt;Wadi Al-Hitan (Whale Valley);natural;https://whc.unesco.org/en/statesparties/eg;https://whc.unesco.org/en/list/1186
El Salvador;Joya de Cerén Archaeological Site;cultural;https://whc.unesco.org/en/statesparties/sv;https://whc.unesco.org/en/list/675
Eritrea;Asmara: A Modernist African City;cultural;https://whc.unesco.org/en/statesparties/er;https://whc.unesco.org/en/list/1550
Estonia;Historic Centre (Old Town) of Tallinn;cultural;https://whc.unesco.org/en/statesparties/ee;https://whc.unesco.org/en/list/822
Estonia;Struve Geodetic Arc;cultural;https://whc.unesco.org/en/statesparties/ee;https://whc.unesco.org/en/list/1187
Ethiopia;Rock-Hewn Churches, Lalibela;cultural;https://whc.unesco.org/en/statesparties/et;https://whc.unesco.org/en/list/18
Ethiopia;Simien National Park;natural;https://whc.unesco.org/en/statesparties/et;https://whc.unesco.org/en/list/9
Ethiopia;Fasil Ghebbi, Gondar Region;cultural;https://whc.unesco.org/en/statesparties/et;https://whc.unesco.org/en/list/19
Ethiopia;Aksum;cultural;https://whc.unesco.org/en/statesparties/et;https://whc.unesco.org/en/list/15
Ethiopia;Lower Valley of the Awash;cultural;https://whc.unesco.org/en/statesparties/et;https://whc.unesco.org/en/list/10
Ethiopia;Lower Valley of the Omo;cultural;https://whc.unesco.org/en/statesparties/et;https://whc.unesco.org/en/list/17
Ethiopia;Tiya;cultural;https://whc.unesco.org/en/statesparties/et;https://whc.unesco.org/en/list/12
Ethiopia;Harar Jugol, the Fortified Historic Town;cultural;https://whc.unesco.org/en/statesparties/et;https://whc.unesco.org/en/list/1189
Ethiopia;Konso Cultural Landscape;cultural;https://whc.unesco.org/en/statesparties/et;https://whc.unesco.org/en/list/1333
Ethiopia;Bale Mountains National Park;natural;https://whc.unesco.org/en/statesparties/et;https://whc.unesco.org/en/list/111
Ethiopia;The Gedeo Cultural Landscape;cultural;https://whc.unesco.org/en/statesparties/et;https://whc.unesco.org/en/list/1641
Fiji;Levuka Historical Port Town;cultural;https://whc.unesco.org/en/statesparties/fj;https://whc.unesco.org/en/list/1399
Finland;Fortress of Suomenlinna;cultural;https://whc.unesco.org/en/statesparties/fi;https://whc.unesco.org/en/list/583
Finland;Old Rauma;cultural;https://whc.unesco.org/en/statesparties/fi;https://whc.unesco.org/en/list/582
Finland;Petäjävesi Old Church;cultural;https://whc.unesco.org/en/statesparties/fi;https://whc.unesco.org/en/list/584
Finland;Verla Groundwood and Board Mill;cultural;https://whc.unesco.org/en/statesparties/fi;https://whc.unesco.org/en/list/751
Finland;Bronze Age Burial Site of Sammallahdenmäki;cultural;https://whc.unesco.org/en/statesparties/fi;https://whc.unesco.org/en/list/579
Finland;High Coast / Kvarken Archipelago;natural;https://whc.unesco.org/en/statesparties/fi;https://whc.unesco.org/en/list/898
Finland;Struve Geodetic Arc;cultural;https://whc.unesco.org/en/statesparties/fi;https://whc.unesco.org/en/list/1187
France;Chartres Cathedral;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/81
France;Mont-Saint-Michel and its Bay;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/80
France;Palace and Park of Versailles;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/83
France;Prehistoric Sites and Decorated Caves of the Vézère Valley;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/85
France;Vézelay, Church and Hill;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/84
France;Amiens Cathedral;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/162
France;Arles, Roman and Romanesque Monuments;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/164
France;Cistercian Abbey of Fontenay;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/165
France;Palace and Park of Fontainebleau;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/160
France;"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange";cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/163
France;From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt ;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/203
France;Abbey Church of Saint-Savin sur Gartempe;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/230
France;Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve;natural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/258
France;Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/229
France;Pont du Gard (Roman Aqueduct);cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/344
France;Strasbourg, Grande-Île and Neustadt;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/495
France;Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/601
France;Paris, Banks of the Seine;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/600
France;Bourges Cathedral;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/635
France;Historic Centre of Avignon: Papal Palace, Episcopal Ensemble and Avignon Bridge;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/228
France;Canal du Midi;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/770
France;Historic Fortified City of Carcassonne;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/345
France;Pyrénées - Mont Perdu;mixed;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/773
France;Historic Site of Lyon;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/872
France;Routes of Santiago de Compostela in France;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/868
France;Belfries of Belgium and France;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/943
France;Jurisdiction of Saint-Emilion;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/932
France;The Loire Valley between Sully-sur-Loire and Chalonnes;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/933
France;Provins, Town of Medieval Fairs;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/873
France;Le Havre, the City Rebuilt by Auguste Perret;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1181
France;Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe;natural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1133
France;Bordeaux, Port of the Moon;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1256
France;Fortifications of Vauban;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1283
France;Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems;natural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1115
France;Episcopal City of Albi;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1337
France;Pitons, cirques and remparts of Reunion Island;natural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1317
France;Prehistoric Pile Dwellings around the Alps;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1363
France;The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1153
France;Nord-Pas de Calais Mining Basin;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1360
France;Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1426
France;Champagne Hillsides, Houses and Cellars;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1465
France;The Climats, terroirs of Burgundy;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1425
France;The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1321
France;Taputapuātea;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1529
France;Chaîne des Puys - Limagne fault tectonic arena;natural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1434
France;French Austral Lands and Seas;natural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1603
France;Cordouan Lighthouse;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1625
France;Nice, Winter Resort Town of the Riviera;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1635
France;The Great Spa Towns of Europe;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1613
France;Funerary and memory sites of the First World War (Western Front);cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1567
France;The Maison Carrée of Nîmes;cultural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1569
France;Volcanoes and Forests of Mount Pelée and the Pitons of Northern Martinique;natural;https://whc.unesco.org/en/statesparties/fr;https://whc.unesco.org/en/list/1657
Gabon;Ecosystem and Relict Cultural Landscape of Lopé-Okanda;mixed;https://whc.unesco.org/en/statesparties/ga;https://whc.unesco.org/en/list/1147
Gabon;Ivindo National Park;natural;https://whc.unesco.org/en/statesparties/ga;https://whc.unesco.org/en/list/1653
Gambia;Kunta Kinteh Island and Related Sites;cultural;https://whc.unesco.org/en/statesparties/gm;https://whc.unesco.org/en/list/761
Gambia;Stone Circles of Senegambia;cultural;https://whc.unesco.org/en/statesparties/gm;https://whc.unesco.org/en/list/1226
Georgia;Gelati Monastery;cultural;https://whc.unesco.org/en/statesparties/ge;https://whc.unesco.org/en/list/710
Georgia;Historical Monuments of Mtskheta;cultural;https://whc.unesco.org/en/statesparties/ge;https://whc.unesco.org/en/list/708
Georgia;Upper Svaneti;cultural;https://whc.unesco.org/en/statesparties/ge;https://whc.unesco.org/en/list/709
Georgia;Colchic Rainforests and Wetlands;natural;https://whc.unesco.org/en/statesparties/ge;https://whc.unesco.org/en/list/1616
Germany;Aachen Cathedral ;cultural;https://whc.unesco.org/en/statesparties/de;https://whc.unesco.org/en/list/3
Germany;Speyer Cathedral;cultural;https://whc.unesco.org/en/statesparties/de;https://whc.unesco.org/en/list/168
Germany;Würzburg Residence with the Court Gardens and Residence Square;cultural;https://whc.unesco.org/en/statesparties/de;https://whc.unesco.org/en/list/169
Germany;Pilgrimage Church of Wies;cultural;https://whc.unesco.org/en/statesparties/de;https://whc.unesco.org/en/list/271
Germany;Castles of Augustusburg and Falkenlust at Brühl;cultural;https://whc.unesco.org/en/statesparties/de;https://whc.unesco.org/en/list/288
Germany;St Mary's Cathedral and St Michael's Church at Hildesheim;cultural;https://whc.unesco.org/en/statesparties/de;https://whc.unesco.org/en/list/187
Germany;Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier;cultural;https://whc.unesco.org/en/statesparties/de;https://whc.unesco.org/en/list/367
Germany;Frontiers of the Roman Empire;cultural;https://whc.unesco.org/en/statesparties/de;https://whc.unesco.org/en/list/430
Germany;Hanseatic City of Lübeck;cultural;https://whc.unesco.org/en/statesparties/de;https://whc.unesco.org/en/list/272
Germany;Palaces and Parks of Potsdam and Berlin;cultural;https://whc.unesco.org/en/statesparties/de;https://whc.unesco.org/en/list/532
Germany;Abbey and Altenmünster of Lorsch;cultural;https://whc.unesco.org/en/statesparties/de;https://whc.unesco.org/en/list/515
Germany;Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management  System;cultural;https://whc.unesco.org/en/statesparties/de;https://whc.unesco.org/en/list/623
Germany;Maulbronn Monastery Complex;cultural;https://whc.unesco.org/en/statesparties/de;https://whc.unesco.org/en/list/546
Germany;Town of Bamberg;cultural;https://whc.unesco.org/en/statesparties/de;https://whc.unesco.org/en/list/624
